ifa,age,dupl_age,workclass,dupl_workclass,fnlwgt,logfnl,empty,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
15039a,19,19,Private,Private,206599,,,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
15897a,19,19,Private,Private,259352,,,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
16055a,42,42,State-gov,State-gov,160369,,,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
16732a,36,36,?,?,28160,,,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
17146a,36,36,Private,Private,350783,,,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K
17417a,59,59,Private,Private,247187,,,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17468a,50,50,Local-gov,Local-gov,139296,,,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
17472a,39,39,Private,Private,270059,,,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
17626a,41,41,Private,Private,307468,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
17662a,27,27,Private,Private,242097,,,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
18376a,21,21,Private,Private,57951,,,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
18587a,54,54,Private,Private,37289,,,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K
18970a,37,37,Private,Private,335716,,,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
19058a,43,43,Private,Private,114351,,,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
19148a,44,44,State-gov,State-gov,59460,,,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K
19408a,23,23,Private,Private,222835,,,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
19842a,58,58,Private,Private,183893,,,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
19968a,37,37,Private,Private,151771,,,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20843a,52,52,Private,Private,194259,,,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,Germany,<=50K
20908a,44,44,Private,Private,167005,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,United-States,<=50K
21151a,40,40,Private,Private,222756,,,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
21250a,33,33,Private,Private,220362,,,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,>50K
21283a,65,65,Private,Private,105252,,,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
21464a,47,47,Private,Private,238185,,,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21479a,57,57,Private,Private,548256,,,12th,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
22717a,40,40,Private,Private,224658,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
23276a,20,20,Private,Private,380544,,,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K
23360a,24,24,Private,Private,424494,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
23517a,40,40,Private,Private,177083,,,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
23816a,71,71,Self-emp-inc,Self-emp-inc,66624,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,>50K
23832a,44,44,Private,Private,267521,,,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24830a,21,21,Private,Private,177526,,,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
24915a,58,58,Private,Private,209438,,,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
25602a,40,40,Local-gov,Local-gov,147372,,,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,2444,40,United-States,>50K
27037a,17,17,Private,Private,182158,,,10th,6,Never-married,Priv-house-serv,Own-child,White,Male,0,0,30,United-States,<=50K
27077a,45,45,Private,Private,111979,,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27127a,47,47,Local-gov,Local-gov,93618,,,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,33,United-States,<=50K
28502a,52,52,Private,Private,125932,,,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
28731a,55,55,Private,Private,41108,,,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0,2258,62,United-States,>50K
29061a,37,37,Private,Private,187589,,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5178,0,40,United-States,>50K
29142a,53,53,Private,Private,347446,,,,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
29524a,50,50,Private,Private,123174,,,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,37,?,>50K
29881a,60,60,Private,Private,142922,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
30458a,43,43,Local-gov,Local-gov,125461,,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
31021a,56,56,Private,Private,157639,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
31403a,44,44,Federal-gov,Federal-gov,139161,,,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1741,40,United-States,<=50K
31576a,18,18,Private,Private,261720,,,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31613a,26,26,Private,Private,118497,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
31850a,21,21,Self-emp-not-inc,Self-emp-not-inc,304602,,,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,,United-States,<=50K
85a,44,44,Private,Private,343591,5.536041779,,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,>50K
443a,24,24,Federal-gov,Federal-gov,191073,5.281199322,,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,40,United-States,<=50K
489a,45,45,Local-gov,Local-gov,164427,5.215973133,,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
603a,60,60,Private,Private,51290,4.710032699,,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
815a,17,17,Private,Private,32607,4.513310843,,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
1192a,48,48,Private,Private,182862,5.262123465,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1240a,42,42,Private,Private,65372,4.815391772,,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
1708a,32,32,?,?,158784,5.200806738,,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
2621a,41,41,Federal-gov,Federal-gov,263339,5.420515182,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
2779a,35,35,Private,Private,26987,4.431154609,,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
3052a,48,48,Private,Private,119199,5.076272612,,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,44,United-States,<=50K
3068a,41,41,Local-gov,Local-gov,51111,4.708514378,,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
3258a,31,31,Private,Private,207537,5.317095535,,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,1669,50,United-States,<=50K
3560a,51,51,Private,Private,159910,5.203875623,,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,10520,0,40,United-States,>50K
3584a,43,43,Local-gov,Local-gov,96102,4.982732426,,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K
3709a,36,36,Private,Private,160120,5.204445581,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
3944a,49,49,Private,Private,371299,5.56972378,,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
4272a,42,42,Private,Private,385591,5.586126889,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
4950a,44,44,Private,Private,160785,5.20624553,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
4979a,45,45,Private,Private,339863,5.531303887,,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,8614,0,48,United-States,>50K
5297a,35,35,?,?,61343,4.787765011,,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
5309a,26,26,Private,Private,273792,5.437420754,,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
5935a,44,44,Private,Private,206686,5.31531106,,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
6378a,46,46,Private,Private,364913,5.562189335,,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
8103a,44,44,Self-emp-not-inc,Self-emp-not-inc,124692,5.095838591,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
8366a,34,34,Private,Private,241360,5.382665297,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,*,<=50K
9075a,54,54,Private,Private,39493,4.596520125,,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
9332a,34,34,Private,Private,158800,5.200850498,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
9358a,69,69,Self-emp-not-inc,Self-emp-not-inc,170877,5.232683611,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
9644a,64,64,Self-emp-not-inc,Self-emp-not-inc,289741,5.462009955,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
10061a,52,52,Private,Private,204402,5.310485141,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,85,United-States,>50K
10297a,42,42,Private,Private,340234,5.531777711,,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,15024,0,40,United-States,>50K
10348a,31,31,Self-emp-not-inc,Self-emp-not-inc,226696,5.355443857,,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
10433a,22,22,Self-emp-inc,Self-emp-inc,150683,5.178064258,,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,<=50K
10995a,27,27,Private,Private,234664,5.370446469,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
11263a,46,46,Self-emp-not-inc,Self-emp-not-inc,199596,5.300151834,,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
11419a,38,38,Private,Private,275338,5.439866153,,Bachelors,13,Divorced,Sales,Unmarried,White,Female,1151,0,40,United-States,<=50K
11656a,46,46,Federal-gov,Federal-gov,325573,5.512648381,,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
11892a,43,43,Private,Private,177083,5.248176871,,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,30,United-States,<=50K
12105a,38,38,Private,Private,60355,4.780713254,,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
12734a,29,29,Private,Private,338270,,,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
13197a,23,23,Private,Private,185554,,,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
13600a,34,34,Private,Private,197886,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
13825a,53,53,Private,Private,87158,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
14441a,31,31,Private,Private,111567,,,,5,Never-married,Sales,Not-in-family,White,Male,0,0,43,United-States,>50K
14682a,46,46,Self-emp-not-inc,Self-emp-not-inc,456956,,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
15923a,23,23,Private,Private,201680,,,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16280a,26,26,Private,Private,57512,,,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,<=50K
17445a,28,28,Private,Private,377095,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
17687a,24,24,Private,Private,228960,,,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
18350a,24,24,Private,Private,450695,,,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
18432a,33,33,Private,Private,315143,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,>50K
18639a,36,36,Private,Private,469056,,,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K
18798a,46,46,Private,Private,45363,,,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,2824,40,United-States,>50K
18981a,53,53,Private,Private,149650,,,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,2559,48,United-States,>50K
19282a,59,59,Private,Private,97168,,,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
19460a,55,55,Private,Private,193130,,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,>50K
19474a,36,36,Private,Private,114059,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
19853a,45,45,Private,Private,167523,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2179,45,United-States,<=50K
20864a,42,42,Private,Private,296749,,,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
22765a,44,44,Private,Private,109273,,,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
23003a,38,38,Private,Private,204501,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
23089a,75,75,Self-emp-not-inc,Self-emp-not-inc,165968,,,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
24266a,37,37,State-gov,State-gov,270278,,,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,12,Puerto-Rico,<=50K
24807a,42,42,Self-emp-not-inc,Self-emp-not-inc,93853,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
25108a,43,43,State-gov,State-gov,206927,,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
25214a,35,35,Private,Private,187329,,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
25218a,45,45,Local-gov,Local-gov,160187,,,HS-grad,9,,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
25245a,27,27,Private,Private,105817,,,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
25293a,37,37,Self-emp-not-inc,Self-emp-not-inc,149230,,,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
25847a,75,75,?,?,222789,,,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,6,United-States,<=50K
26184a,21,21,Private,Private,301556,,,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
26867a,28,28,?,?,222005,,,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,40,Mexico,<=50K
27228a,50,50,Private,Private,211116,,,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
27691a,36,36,Private,Private,205359,,,HS-grad,9,,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
27696a,41,41,Private,Private,108713,,,10th,6,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
29884a,29,29,Private,Private,233168,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,46,United-States,>50K
29961a,36,36,Private,Private,172538,,,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
31404a,51,51,Private,Private,210736,,,HS-grad,9,,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32023a,38,38,Private,Private,33397,,,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
32459a,36,36,Private,Private,237943,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
32474a,41,41,Federal-gov,Federal-gov,160467,,,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,40,United-States,<=50K
1604a,57,57,Private,Private,236944,5.374645716,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
1949a,29,29,State-gov,State-gov,303446,5.482081417,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,Nicaragua,<=50K
3613a,52,52,Federal-gov,Federal-gov,617021,5.790299945,,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,7688,0,40,United-States,>50K
3785a,49,49,Private,Private,185859,5.269183596,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
4172a,50,50,Local-gov,Local-gov,169182,5.228354155,,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,49,Dominican-Republic,<=50K
4319a,26,26,Private,Private,269060,5.429849138,,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
5207a,22,22,Private,Private,41763,4.620791688,,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
5295a,77,77,?,?,132728,5.12296255,,Masters,14,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,<=50K
5599a,24,24,Private,Private,200997,5.303189575,,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
5786a,24,24,Private,Private,174461,5.241698357,,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K
