ifa,age
7762a,23.0
30339a,33.0
2934a,29.0
28451a,36.0
104a,20.0
3457a,22.0
28391a,47.0
24956a,28.0
4529a,28.0
22796a,25.0
27470a,19.0
9766a,31.0
29604a,26.0
16532a,48.0
16875a,48.0
10504a,43.0
15627a,59.0
1157a,46.0
21031a,41.0
1704a,29.0
79a,18.0
2372a,61.0
28383a,20.0
8265a,49.0
17290a,44.0
18865a,53.0
13862a,29.0
8259a,35.0
26349a,59.0
31690a,28.0
7577a,40.0
22612a,38.0
9788a,49.0
10776a,28.0
8695a,80.0
24785a,18.0
19808a,48.0
14819a,44.0
28462a,25.0
22776a,53.0
11755a,69.0
16714a,43.0
7529a,56.0
15696a,22.0
32355a,35.0
11097a,36.0
13573a,46.0
8749a,46.0
14987a,40.0
8715a,29.0
10661a,52.0
26129a,44.0
4846a,36.0
13645a,47.0
32308a,42.0
26965a,61.0
27106a,49.0
20731a,22.0
10738a,55.0
25132a,49.0
11099a,30.0
24076a,29.0
2444a,23.0
27367a,32.0
3640a,39.0
20347a,34.0
29488a,74.0
8287a,39.0
1580a,72.0
1992a,26.0
27534a,23.0
26697a,56.0
25010a,23.0
24114a,37.0
16782a,33.0
22074a,30.0
28714a,20.0
19713a,61.0
10396a,25.0
671a,48.0
15207a,21.0
5835a,58.0
24877a,69.0
1703a,24.0
11892a,43.0
27244a,28.0
23775a,59.0
22180a,36.0
2166a,22.0
26572a,39.0
21991a,51.0
2183a,41.0
30400a,54.0
23657a,25.0
7498a,47.0
12012a,51.0
23555a,37.0
28686a,36.0
10061a,52.0
1222a,48.0
5677a,19.0
1090a,38.0
7579a,40.0
16659a,22.0
21976a,57.0
14640a,25.0
18165a,36.0
30692a,20.0
12917a,19.0
12456a,56.0
14335a,73.0
28243a,23.0
32178a,43.0
25744a,46.0
15366a,24.0
3633a,25.0
20602a,39.0
21633a,35.0
7853a,41.0
30906a,21.0
21565a,41.0
4797a,29.0
16666a,65.0
21961a,55.0
29924a,55.0
15847a,66.0
20089a,48.0
6393a,33.0
11476a,28.0
7a,49.0
31432a,59.0
6497a,20.0
16205a,41.0
15691a,57.0
24370a,51.0
12447a,28.0
25502a,38.0
1654a,34.0
20284a,49.0
6588a,22.0
11016a,35.0
31258a,29.0
10417a,51.0
25450a,49.0
15483a,31.0
8477a,28.0
27611a,35.0
10648a,42.0
31637a,41.0
16661a,26.0
24998a,33.0
13790a,44.0
4129a,23.0
18843a,34.0
15410a,62.0
14454a,20.0
764a,53.0
15582a,28.0
27797a,48.0
22012a,53.0
4520a,21.0
27869a,29.0
21257a,29.0
1430a,57.0
776a,23.0
29310a,45.0
26682a,73.0
14174a,40.0
3451a,41.0
26968a,49.0
30619a,35.0
29771a,24.0
21884a,58.0
15721a,47.0
3079a,23.0
31800a,52.0
20752a,36.0
25199a,23.0
17495a,70.0
878a,38.0
22629a,38.0
23881a,68.0
11002a,23.0
28879a,20.0
24387a,62.0
16305a,38.0
472a,22.0
16479a,31.0
29476a,31.0
19397a,28.0
16555a,35.0
18829a,36.0
25024a,46.0
19a,38.0
16660a,20.0
23602a,47.0
21464a,47.0
23665a,56.0
7813a,62.0
17057a,56.0
31080a,26.0
3330a,59.0
8781a,39.0
25653a,42.0
7435a,33.0
28835a,29.0
5777a,34.0
18741a,44.0
20518a,46.0
16996a,37.0
6929a,46.0
14908a,22.0
23105a,27.0
51a,25.0
13215a,34.0
22574a,46.0
1993a,47.0
27172a,23.0
975a,44.0
3024a,38.0
24283a,29.0
12849a,29.0
21061a,41.0
8334a,30.0
11465a,69.0
25402a,48.0
25394a,39.0
19605a,35.0
31716a,22.0
11464a,45.0
10670a,24.0
21713a,23.0
23614a,44.0
12501a,60.0
15769a,48.0
26207a,53.0
19113a,71.0
4108a,52.0
5873a,41.0
18334a,39.0
29701a,37.0
22279a,27.0
4818a,27.0
18286a,50.0
2185a,63.0
32481a,41.0
9485a,48.0
12085a,40.0
9351a,51.0
22325a,27.0
32411a,29.0
26306a,27.0
4352a,33.0
17420a,29.0
16757a,24.0
17960a,19.0
12643a,30.0
13412a,57.0
6686a,19.0
17565a,44.0
18373a,18.0
24337a,55.0
31923a,55.0
25815a,53.0
28236a,33.0
17187a,37.0
28471a,43.0
14209a,40.0
9299a,33.0
4547a,40.0
16130a,19.0
13065a,42.0
347a,67.0
28282a,35.0
27499a,25.0
29167a,54.0
20165a,53.0
11260a,36.0
18064a,17.0
5400a,32.0
9633a,42.0
30630a,36.0
7535a,31.0
7008a,22.0
22566a,53.0
5221a,44.0
14077a,51.0
30737a,39.0
4902a,45.0
31440a,17.0
9680a,37.0
18716a,28.0
10228a,34.0
10495a,37.0
8567a,35.0
5186a,21.0
24557a,41.0
17730a,38.0
24830a,21.0
25745a,31.0
8267a,46.0
29253a,22.0
6661a,43.0
27501a,40.0
27323a,38.0
19160a,40.0
18693a,20.0
31993a,45.0
21725a,43.0
7964a,19.0
6289a,32.0
8316a,25.0
24767a,47.0
3518a,47.0
7339a,27.0
7581a,49.0
9932a,20.0
8423a,40.0
2321a,40.0
2761a,56.0
8139a,52.0
22869a,54.0
6490a,21.0
5394a,29.0
1765a,46.0
4510a,20.0
21870a,44.0
9438a,36.0
2220a,53.0
11761a,35.0
21813a,82.0
20046a,32.0
21467a,32.0
2381a,23.0
27803a,19.0
475a,67.0
29734a,33.0
7010a,40.0
10443a,20.0
1464a,39.0
20341a,60.0
23019a,35.0
1925a,27.0
12157a,28.0
9838a,29.0
13254a,31.0
5053a,39.0
23564a,49.0
16173a,45.0
14396a,42.0
23368a,28.0
13835a,23.0
31515a,46.0
21509a,25.0
18760a,25.0
9436a,45.0
1143a,59.0
3729a,30.0
6761a,41.0
7502a,51.0
462a,54.0
22998a,19.0
17127a,49.0
15570a,29.0
10601a,33.0
27483a,34.0
8110a,20.0
31575a,21.0
12380a,27.0
962a,32.0
3096a,48.0
8128a,27.0
21411a,74.0
5120a,39.0
19455a,31.0
22819a,30.0
15401a,44.0
20932a,58.0
31086a,42.0
11954a,27.0
15061a,31.0
28759a,65.0
17265a,38.0
26172a,22.0
26048a,41.0
14910a,41.0
24688a,36.0
9444a,38.0
213a,35.0
17227a,35.0
18834a,39.0
17774a,47.0
7599a,46.0
7673a,33.0
18365a,30.0
31589a,28.0
3722a,38.0
26363a,32.0
27912a,21.0
25944a,19.0
10029a,35.0
25335a,18.0
11141a,18.0
5343a,28.0
24187a,31.0
22313a,37.0
10141a,51.0
7293a,33.0
18170a,41.0
9529a,46.0
11906a,71.0
19089a,43.0
25198a,45.0
1802a,38.0
3561a,30.0
13439a,29.0
5875a,59.0
16953a,22.0
27430a,17.0
6260a,24.0
27259a,26.0
17136a,34.0
29846a,38.0
22338a,28.0
12307a,68.0
22741a,25.0
22599a,41.0
7345a,46.0
16288a,50.0
22008a,37.0
19908a,23.0
9799a,49.0
9039a,25.0
11821a,49.0
5561a,27.0
29146a,38.0
31487a,41.0
9701a,44.0
13024a,52.0
903a,22.0
6055a,43.0
7901a,40.0
23012a,47.0
31342a,29.0
10619a,53.0
20131a,36.0
30415a,48.0
10610a,60.0
5766a,32.0
19921a,55.0
31624a,45.0
27465a,35.0
23867a,28.0
12415a,42.0
7327a,37.0
22202a,27.0
24490a,55.0
27387a,41.0
12563a,53.0
19532a,39.0
28321a,36.0
30203a,24.0
18651a,23.0
11833a,34.0
9522a,33.0
12212a,22.0
21005a,47.0
15880a,47.0
10428a,37.0
16616a,34.0
9046a,28.0
26671a,34.0
18681a,30.0
8785a,30.0
2104a,43.0
16209a,41.0
4913a,38.0
30426a,36.0
652a,24.0
2490a,54.0
26943a,62.0
20151a,48.0
14997a,35.0
8865a,33.0
12921a,41.0
15818a,52.0
27921a,23.0
13257a,55.0
6505a,23.0
20758a,17.0
27467a,68.0
7474a,35.0
27059a,30.0
30533a,41.0
31239a,27.0
3099a,45.0
14826a,29.0
9108a,37.0
3273a,30.0
28262a,45.0
19760a,34.0
4657a,37.0
536a,39.0
29743a,46.0
26111a,51.0
28063a,37.0
4768a,21.0
7000a,26.0
531a,44.0
20460a,32.0
963a,32.0
9259a,26.0
14255a,21.0
28201a,44.0
7279a,37.0
32008a,52.0
5599a,24.0
32278a,""
7955a,23.0
340a,45.0
5829a,17.0
3690a,70.0
4648a,33.0
28329a,21.0
10369a,49.0
20802a,43.0
12713a,27.0
31975a,50.0
1683a,43.0
10533a,54.0
1460a,41.0
10811a,21.0
22772a,40.0
15036a,39.0
19334a,55.0
16141a,34.0
12940a,52.0
21185a,25.0
20452a,20.0
30709a,29.0
22053a,52.0
13705a,48.0
2915a,24.0
14840a,43.0
7133a,20.0
2618a,23.0
30217a,55.0
14815a,55.0
16218a,51.0
26999a,22.0
15337a,28.0
8947a,51.0
27042a,57.0
3967a,49.0
4116a,34.0
9088a,33.0
25796a,62.0
910a,53.0
22677a,49.0
13096a,42.0
12993a,19.0
1083a,58.0
922a,25.0
24892a,55.0
16836a,73.0
8829a,24.0
10507a,47.0
7513a,21.0
23498a,60.0
10640a,62.0
18787a,34.0
32080a,40.0
30022a,46.0
28499a,32.0
26359a,63.0
9676a,37.0
18550a,31.0
18393a,19.0
5017a,44.0
4549a,40.0
13814a,31.0
17567a,40.0
704a,31.0
2975a,53.0
9456a,23.0
1284a,21.0
1808a,32.0
2278a,42.0
12587a,30.0
10756a,23.0
2435a,26.0
12330a,22.0
20701a,33.0
4491a,29.0
8815a,34.0
26997a,60.0
13360a,38.0
30901a,29.0
17853a,31.0
24134a,35.0
21422a,47.0
5882a,62.0
15098a,23.0
32485a,48.0
3282a,31.0
7975a,35.0
25989a,35.0
6329a,20.0
8406a,28.0
27120a,50.0
30499a,20.0
29736a,42.0
21431a,52.0
13621a,45.0
12876a,37.0
29128a,28.0
16302a,33.0
14786a,17.0
4027a,20.0
8407a,65.0
9611a,37.0
16266a,56.0
15023a,29.0
11867a,45.0
30398a,61.0
23092a,51.0
18543a,67.0
25227a,43.0
9248a,35.0
2248a,64.0
996a,56.0
9684a,58.0
26023a,44.0
27137a,58.0
28573a,17.0
16775a,38.0
25619a,45.0
28600a,31.0
18496a,48.0
29832a,32.0
933a,51.0
1647a,33.0
28807a,35.0
13528a,43.0
9147a,37.0
21165a,43.0
21506a,46.0
4982a,41.0
20572a,18.0
7959a,50.0
31636a,65.0
11478a,36.0
2567a,53.0
15739a,32.0
32521a,27.0
29910a,43.0
26979a,51.0
26143a,21.0
23924a,29.0
22798a,21.0
5757a,50.0
3957a,42.0
12377a,32.0
12533a,28.0
21833a,36.0
25598a,61.0
3372a,20.0
16195a,32.0
12761a,24.0
20048a,48.0
4112a,43.0
11985a,46.0
115a,36.0
9215a,24.0
24398a,42.0
10115a,43.0
30123a,25.0
8946a,46.0
713a,36.0
116a,53.0
17480a,19.0
6243a,27.0
30996a,40.0
14458a,21.0
23252a,38.0
20009a,47.0
2668a,38.0
27082a,62.0
3773a,52.0
17874a,30.0
2589a,33.0
21353a,28.0
13202a,28.0
10477a,56.0
31477a,45.0
21543a,19.0
18172a,40.0
5514a,55.0
12550a,18.0
16054a,59.0
19275a,45.0
22762a,39.0
24107a,38.0
18014a,39.0
15295a,31.0
11735a,65.0
14836a,44.0
26519a,37.0
20564a,62.0
8954a,41.0
11529a,18.0
16818a,66.0
8175a,63.0
13624a,71.0
18715a,28.0
18781a,26.0
13107a,34.0
22784a,50.0
23073a,35.0
12565a,64.0
16462a,58.0
12023a,37.0
5940a,36.0
7144a,42.0
23130a,31.0
27404a,27.0
21574a,52.0
28479a,28.0
17179a,22.0
27981a,56.0
31961a,36.0
2576a,19.0
31930a,43.0
29668a,58.0
10046a,20.0
22729a,28.0
8830a,46.0
20808a,55.0
17955a,58.0
18235a,53.0
19086a,76.0
31565a,45.0
3163a,45.0
32043a,32.0
20663a,62.0
24845a,41.0
123a,30.0
262a,""
7991a,27.0
810a,20.0
24945a,37.0
29205a,27.0
4205a,33.0
23120a,41.0
23346a,19.0
516a,57.0
1936a,""
32444a,18.0
18915a,54.0
19000a,24.0
12195a,52.0
9725a,26.0
25384a,36.0
10102a,26.0
8097a,52.0
18532a,32.0
4282a,64.0
30804a,47.0
1485a,43.0
26466a,34.0
13763a,58.0
18958a,33.0
27201a,39.0
4444a,45.0
25695a,43.0
31190a,67.0
3028a,42.0
26674a,59.0
27940a,51.0
1552a,17.0
21688a,56.0
29879a,27.0
6578a,41.0
21887a,42.0
4085a,28.0
27203a,37.0
12206a,61.0
27308a,27.0
18812a,41.0
628a,38.0
28704a,25.0
9044a,21.0
13424a,36.0
2717a,42.0
20002a,36.0
7381a,36.0
29465a,52.0
83a,46.0
22972a,53.0
25878a,70.0
23802a,46.0
25794a,29.0
24409a,39.0
21434a,59.0
9445a,50.0
990a,51.0
14707a,62.0
16814a,33.0
7546a,31.0
2811a,53.0
656a,29.0
14051a,25.0
20891a,35.0
430a,47.0
5802a,27.0
25011a,39.0
3929a,36.0
27765a,38.0
9595a,41.0
190a,58.0
16853a,42.0
24192a,56.0
12859a,20.0
29626a,25.0
21987a,42.0
17628a,26.0
22455a,67.0
18616a,27.0
15584a,36.0
28461a,22.0
25245a,27.0
10039a,42.0
12486a,22.0
10035a,49.0
4677a,17.0
18938a,21.0
16929a,23.0
26774a,24.0
16117a,41.0
11372a,63.0
10983a,20.0
21013a,22.0
23115a,19.0
18648a,32.0
26972a,38.0
19182a,28.0
5075a,45.0
27774a,17.0
2656a,27.0
7146a,34.0
4432a,21.0
14592a,43.0
23784a,60.0
5898a,19.0
5324a,31.0
27117a,43.0
6909a,35.0
30715a,40.0
31501a,23.0
28708a,24.0
22621a,47.0
4709a,19.0
4209a,47.0
13997a,30.0
29981a,20.0
30252a,23.0
26387a,23.0
26751a,20.0
8465a,30.0
14665a,54.0
25686a,36.0
22854a,28.0
31563a,40.0
9574a,39.0
11369a,22.0
25506a,28.0
1227a,36.0
11286a,45.0
23597a,24.0
12130a,33.0
29093a,64.0
215a,54.0
12832a,37.0
19940a,22.0
30662a,57.0
27171a,47.0
11395a,45.0
11903a,34.0
31677a,34.0
5308a,38.0
7847a,33.0
28284a,35.0
532a,26.0
1932a,50.0
23349a,26.0
2375a,55.0
11909a,26.0
14886a,72.0
10927a,38.0
20386a,29.0
17508a,22.0
32323a,22.0
17094a,36.0
18313a,37.0
23864a,24.0
9629a,21.0
6667a,58.0
1061a,43.0
17390a,42.0
9902a,29.0
22634a,25.0
3726a,18.0
19785a,35.0
1404a,31.0
3138a,51.0
16281a,27.0
19142a,59.0
11242a,46.0
30345a,23.0
16411a,17.0
28589a,63.0
5184a,43.0
28092a,34.0
2151a,28.0
19136a,19.0
23319a,36.0
7252a,18.0
5899a,33.0
6955a,47.0
22157a,44.0
28060a,40.0
954a,18.0
16427a,56.0
24879a,20.0
32207a,72.0
31309a,43.0
18914a,31.0
16065a,44.0
23473a,31.0
11319a,60.0
535a,67.0
23866a,67.0
8190a,23.0
26225a,21.0
15021a,58.0
27223a,32.0
28908a,43.0
11086a,28.0
23042a,34.0
17775a,33.0
31388a,34.0
22239a,46.0
12357a,34.0
26876a,20.0
2557a,55.0
5307a,29.0
15934a,65.0
32267a,47.0
7506a,53.0
1870a,32.0
32397a,56.0
25997a,64.0
24951a,25.0
11508a,43.0
30189a,51.0
27285a,27.0
20487a,43.0
30509a,38.0
31962a,33.0
13760a,31.0
20467a,25.0
21398a,42.0
15845a,59.0
31034a,55.0
21895a,31.0
29811a,17.0
25776a,17.0
30992a,34.0
19691a,38.0
1077a,27.0
25371a,20.0
5347a,20.0
24476a,41.0
8268a,39.0
9418a,33.0
28413a,26.0
64a,42.0
18877a,39.0
13148a,25.0
15909a,22.0
23280a,50.0
971a,34.0
3600a,40.0
15603a,32.0
9024a,30.0
4675a,62.0
11716a,23.0
25540a,20.0
27455a,35.0
11775a,31.0
11756a,24.0
4472a,46.0
25974a,51.0
22291a,33.0
26560a,28.0
14509a,29.0
4631a,30.0
25447a,35.0
2586a,51.0
5573a,44.0
22428a,34.0
21155a,22.0
27434a,29.0
20423a,48.0
13080a,33.0
15511a,21.0
24619a,32.0
5325a,40.0
3399a,34.0
25108a,43.0
7803a,26.0
19133a,58.0
32047a,32.0
7393a,32.0
31357a,58.0
11453a,23.0
7624a,41.0
1383a,25.0
19149a,27.0
19034a,21.0
1676a,43.0
6241a,21.0
29121a,38.0
14859a,26.0
15614a,22.0
20624a,23.0
12927a,25.0
28233a,64.0
675a,50.0
24386a,60.0
31473a,27.0
24565a,41.0
6174a,79.0
3127a,44.0
26667a,19.0
22713a,28.0
31605a,52.0
13116a,43.0
20695a,36.0
15263a,47.0
17995a,43.0
9475a,44.0
23210a,49.0
22697a,31.0
21591a,34.0
26135a,48.0
30333a,39.0
20784a,17.0
3459a,35.0
6974a,54.0
19674a,46.0
28768a,67.0
31392a,26.0
19412a,30.0
29398a,50.0
15140a,22.0
24570a,35.0
23689a,25.0
10462a,36.0
2142a,49.0
10572a,32.0
2418a,24.0
24248a,65.0
4411a,60.0
19877a,30.0
28839a,55.0
17201a,50.0
678a,32.0
14466a,18.0
10699a,40.0
553a,72.0
11290a,23.0
18285a,46.0
31581a,55.0
20054a,35.0
30366a,55.0
10063a,38.0
174a,27.0
28773a,67.0
19597a,40.0
4505a,43.0
20611a,""
22579a,48.0
10524a,37.0
29539a,22.0
791a,48.0
9139a,27.0
19073a,43.0
5596a,60.0
22381a,28.0
14557a,31.0
24927a,62.0
30988a,18.0
10440a,18.0
28098a,22.0
17636a,41.0
10538a,20.0
26308a,34.0
7669a,23.0
2342a,45.0
25707a,24.0
22169a,21.0
28163a,39.0
4214a,30.0
28772a,32.0
32176a,31.0
18426a,65.0
31064a,57.0
10356a,47.0
15069a,30.0
5938a,71.0
12951a,26.0
8533a,20.0
16602a,40.0
31570a,46.0
19285a,41.0
31316a,27.0
789a,59.0
14784a,36.0
30374a,36.0
16937a,43.0
30319a,39.0
16889a,40.0
15514a,39.0
10277a,55.0
1189a,24.0
22432a,59.0
11686a,51.0
7986a,33.0
19488a,29.0
9621a,49.0
5952a,23.0
27217a,44.0
13397a,31.0
276a,43.0
32183a,50.0
6186a,33.0
25293a,37.0
16812a,46.0
28578a,43.0
757a,54.0
13278a,26.0
31416a,39.0
22885a,31.0
14159a,56.0
23732a,61.0
12208a,33.0
27664a,44.0
17310a,20.0
32115a,40.0
10526a,23.0
23650a,45.0
8397a,45.0
9381a,39.0
18870a,33.0
15810a,58.0
2037a,19.0
11953a,43.0
19959a,19.0
9575a,19.0
12979a,29.0
25341a,26.0
2288a,46.0
28107a,22.0
2711a,50.0
21582a,23.0
21298a,39.0
9306a,28.0
21266a,19.0
10815a,44.0
10957a,21.0
24880a,28.0
3679a,40.0
4184a,23.0
30262a,20.0
27784a,20.0
11738a,47.0
2505a,61.0
24285a,57.0
17058a,45.0
1483a,53.0
30355a,35.0
8812a,25.0
809a,64.0
12967a,23.0
3178a,20.0
1142a,20.0
27949a,42.0
25533a,43.0
17384a,17.0
26928a,19.0
1965a,28.0
11923a,19.0
21867a,35.0
15798a,21.0
21929a,42.0
19803a,28.0
11880a,43.0
9884a,43.0
30102a,34.0
25891a,53.0
30470a,27.0
11946a,25.0
9283a,52.0
8521a,32.0
3360a,35.0
22330a,56.0
30414a,45.0
4379a,45.0
30240a,34.0
11351a,45.0
7715a,47.0
17797a,37.0
5087a,33.0
12356a,41.0
15484a,39.0
6778a,29.0
23320a,45.0
28035a,33.0
3798a,68.0
28758a,36.0
15232a,30.0
3608a,41.0
28919a,55.0
15816a,23.0
15688a,30.0
24244a,21.0
18886a,46.0
21158a,58.0
10765a,20.0
34a,""
19626a,17.0
13055a,18.0
28256a,46.0
3071a,27.0
12861a,51.0
22451a,26.0
20375a,19.0
25646a,25.0
5092a,35.0
3154a,56.0
5598a,26.0
16317a,25.0
8062a,33.0
22838a,24.0
29508a,19.0
6765a,37.0
6141a,31.0
2703a,56.0
4619a,27.0
460a,32.0
13498a,58.0
23674a,47.0
8721a,25.0
21011a,38.0
20063a,32.0
9703a,26.0
11392a,58.0
30091a,45.0
19490a,""
29239a,41.0
23179a,47.0
13768a,42.0
2755a,80.0
18555a,37.0
9917a,37.0
31281a,47.0
4285a,45.0
30395a,61.0
13900a,43.0
30955a,69.0
29868a,47.0
9211a,28.0
12862a,60.0
21169a,43.0
16592a,66.0
27385a,32.0
2583a,28.0
14899a,37.0
3026a,45.0
3568a,57.0
4987a,19.0
11612a,36.0
6477a,41.0
24699a,32.0
31060a,46.0
9287a,27.0
26424a,22.0
23669a,42.0
32204a,51.0
8410a,51.0
7093a,21.0
19103a,20.0
20554a,30.0
15972a,63.0
31451a,55.0
10054a,43.0
26302a,42.0
20845a,50.0
12911a,57.0
5830a,19.0
30436a,47.0
21117a,34.0
4661a,34.0
18017a,37.0
18135a,26.0
14431a,21.0
9210a,22.0
2757a,43.0
25601a,51.0
2918a,30.0
3940a,36.0
20212a,40.0
11500a,76.0
11850a,52.0
31762a,44.0
2501a,27.0
15014a,26.0
4498a,46.0
16406a,32.0
29964a,34.0
30792a,20.0
15459a,56.0
6657a,31.0
24530a,48.0
9906a,49.0
11570a,55.0
16993a,19.0
3978a,24.0
16874a,34.0
2023a,32.0
17781a,26.0
9691a,26.0
10409a,39.0
26399a,35.0
15323a,36.0
12458a,23.0
13289a,28.0
27543a,36.0
29493a,25.0
7636a,31.0
15163a,43.0
1043a,43.0
18401a,27.0
14809a,48.0
2551a,20.0
7985a,40.0
7862a,41.0
9295a,45.0
4589a,30.0
20759a,39.0
17952a,21.0
11877a,53.0
1970a,45.0
7580a,41.0
17382a,21.0
1340a,38.0
28841a,21.0
14618a,38.0
16873a,36.0
8289a,36.0
23134a,42.0
11898a,47.0
4164a,22.0
8998a,42.0
11891a,58.0
25576a,47.0
8594a,40.0
29196a,48.0
19491a,63.0
24262a,38.0
28306a,38.0
8766a,23.0
14589a,26.0
23761a,51.0
22522a,50.0
866a,24.0
7296a,21.0
17210a,53.0
6446a,19.0
23161a,40.0
24773a,36.0
17008a,25.0
24450a,27.0
5831a,60.0
8849a,36.0
8262a,40.0
3072a,35.0
2011a,31.0
4399a,24.0
17469a,21.0
1115a,34.0
774a,37.0
27877a,43.0
4952a,40.0
31081a,32.0
24305a,31.0
9063a,34.0
20306a,44.0
29697a,32.0
11004a,28.0
10622a,38.0
27771a,66.0
9861a,20.0
31776a,61.0
24901a,45.0
7830a,35.0
19910a,56.0
25419a,39.0
28214a,27.0
6703a,24.0
18282a,37.0
32129a,44.0
27512a,26.0
18130a,44.0
5695a,44.0
29707a,31.0
15799a,40.0
15649a,26.0
5985a,24.0
26706a,21.0
16712a,18.0
12257a,73.0
17893a,40.0
16287a,39.0
19971a,34.0
21880a,65.0
27050a,34.0
26454a,54.0
3306a,50.0
21950a,46.0
8380a,61.0
31869a,39.0
17859a,30.0
5753a,33.0
32113a,32.0
18412a,29.0
875a,55.0
4049a,51.0
23144a,26.0
13110a,34.0
30113a,33.0
7556a,44.0
7793a,37.0
2438a,39.0
10992a,30.0
16985a,75.0
18385a,40.0
4672a,46.0
25224a,23.0
20927a,22.0
18731a,65.0
12121a,39.0
7557a,34.0
17746a,62.0
7650a,44.0
2450a,25.0
2336a,19.0
5716a,19.0
12083a,36.0
27751a,55.0
23861a,65.0
14192a,50.0
17821a,54.0
353a,33.0
22406a,22.0
8968a,38.0
31689a,34.0
30469a,38.0
5805a,23.0
17659a,43.0
13008a,19.0
11269a,32.0
20897a,41.0
30290a,24.0
31138a,35.0
7949a,47.0
11329a,19.0
28741a,74.0
711a,28.0
25999a,43.0
8795a,33.0
4924a,42.0
32109a,20.0
8819a,32.0
24883a,39.0
17943a,26.0
7833a,43.0
25897a,42.0
13337a,47.0
4946a,38.0
7497a,22.0
3220a,59.0
4345a,51.0
1901a,29.0
8951a,27.0
19505a,29.0
21344a,79.0
27903a,20.0
11741a,49.0
624a,29.0
31541a,61.0
7607a,43.0
22693a,24.0
21453a,45.0
24922a,56.0
10548a,36.0
8006a,23.0
32130a,48.0
30978a,44.0
23150a,40.0
21068a,35.0
22816a,33.0
14418a,25.0
30384a,38.0
7798a,43.0
26896a,31.0
22288a,20.0
23291a,45.0
18352a,19.0
22447a,45.0
12871a,32.0
30116a,46.0
27657a,42.0
30776a,51.0
11851a,42.0
30764a,19.0
18432a,33.0
12009a,26.0
16193a,26.0
4537a,30.0
6914a,46.0
28865a,29.0
1634a,27.0
9615a,28.0
30216a,50.0
8772a,42.0
29029a,48.0
24855a,27.0
26621a,42.0
14542a,20.0
5931a,39.0
21240a,44.0
25543a,27.0
6690a,36.0
11085a,17.0
6231a,31.0
31114a,28.0
3956a,30.0
29933a,51.0
4930a,44.0
13097a,41.0
3597a,19.0
9740a,36.0
14362a,56.0
19169a,67.0
17617a,27.0
5519a,39.0
4422a,53.0
24264a,27.0
5685a,24.0
7503a,40.0
16257a,28.0
18303a,32.0
24825a,18.0
24821a,29.0
6734a,21.0
4189a,35.0
29062a,37.0
12955a,38.0
24573a,28.0
23445a,24.0
3241a,34.0
18562a,26.0
12279a,34.0
10155a,28.0
19528a,31.0
18155a,29.0
6104a,41.0
10798a,40.0
3493a,30.0
30451a,39.0
25801a,54.0
19268a,23.0
4095a,21.0
18058a,23.0
25687a,32.0
6373a,57.0
20262a,66.0
6615a,34.0
15274a,30.0
25334a,42.0
15208a,19.0
22055a,22.0
13134a,63.0
27802a,47.0
16494a,23.0
8017a,20.0
30908a,20.0
24808a,32.0
5438a,45.0
15850a,44.0
18026a,27.0
31025a,58.0
29904a,30.0
27237a,30.0
11096a,50.0
31641a,18.0
27010a,20.0
21067a,42.0
25205a,31.0
22637a,21.0
31009a,47.0
29452a,32.0
18239a,28.0
29455a,35.0
21836a,""
30220a,72.0
23711a,20.0
29581a,27.0
5730a,46.0
21063a,21.0
25313a,33.0
6843a,41.0
26075a,47.0
9513a,30.0
13754a,24.0
1789a,40.0
14566a,45.0
20336a,48.0
24474a,61.0
13473a,23.0
16236a,59.0
24963a,22.0
20044a,23.0
29818a,41.0
27556a,19.0
10377a,46.0
24256a,39.0
15951a,63.0
19789a,17.0
10222a,44.0
9167a,51.0
18658a,45.0
14758a,52.0
25178a,27.0
26051a,33.0
13853a,40.0
14388a,24.0
28046a,22.0
18591a,31.0
8156a,32.0
24848a,72.0
30621a,63.0
21390a,19.0
14619a,38.0
25452a,30.0
32219a,37.0
27641a,38.0
27003a,30.0
25435a,54.0
20398a,30.0
23816a,71.0
6202a,28.0
9394a,38.0
23478a,23.0
16586a,44.0
11781a,43.0
24727a,24.0
23290a,17.0
30725a,46.0
2101a,47.0
20420a,65.0
16127a,50.0
21259a,69.0
22669a,40.0
1147a,30.0
30681a,28.0
32288a,54.0
3576a,43.0
13933a,30.0
4609a,43.0
19439a,58.0
12492a,19.0
16981a,54.0
6984a,26.0
23273a,25.0
4871a,42.0
24613a,22.0
32535a,37.0
9124a,52.0
827a,62.0
10130a,37.0
8539a,27.0
19582a,43.0
23235a,72.0
1942a,56.0
14062a,34.0
25069a,55.0
6869a,32.0
13710a,60.0
2388a,37.0
5792a,35.0
20645a,71.0
8778a,47.0
7689a,30.0
2021a,24.0
21042a,21.0
27804a,37.0
30691a,39.0
45a,25.0
16244a,58.0
20410a,46.0
25632a,60.0
32172a,40.0
17631a,33.0
29722a,18.0
19635a,30.0
30741a,42.0
16487a,51.0
5912a,22.0
23899a,57.0
7916a,33.0
17451a,19.0
20369a,37.0
11883a,39.0
4877a,25.0
4103a,51.0
6117a,56.0
24405a,17.0
25016a,44.0
12651a,25.0
3193a,71.0
28823a,32.0
29538a,46.0
1028a,45.0
25310a,42.0
19486a,46.0
27398a,32.0
4753a,60.0
9792a,55.0
10210a,32.0
17085a,50.0
30358a,41.0
477a,17.0
4233a,54.0
18036a,27.0
19592a,41.0
18684a,37.0
