ifa,age,workclass,fnlwgt,education,income,dt_1,dt_2
19787a,47,?,83046,Bachelors,<=50K,11/12/19 9:45,11/16/19 9:45
19788a,29,Private,46609,10th,<=50K,11/12/19 10:06,11/15/19 10:06
19789a,17,?,170320,11th,<=50K,11/12/19 12:05,11/20/19 12:05
19790a,32,Self-emp-not-inc,37232,Prof-school,>50K,11/12/19 20:00,11/16/19 20:00
19791a,55,Private,141877,Bachelors,<=50K,11/12/19 20:10,11/15/19 20:10
19792a,47,Local-gov,81654,Some-college,>50K,11/12/19 22:02,11/19/19 22:02
19793a,50,Private,177705,Bachelors,<=50K,11/13/19 3:28,11/15/19 3:28
19794a,42,Private,124792,HS-grad,>50K,11/13/19 6:15,11/24/19 6:15
19795a,32,Self-emp-not-inc,129497,Some-college,>50K,11/13/19 7:19,11/17/19 7:19
19796a,60,Private,114413,Assoc-acdm,<=50K,11/13/19 7:54,11/23/19 7:54
19797a,53,Private,189511,HS-grad,<=50K,11/13/19 9:08,11/15/19 9:08
19798a,58,Private,111625,Bachelors,>50K,11/13/19 9:13,11/22/19 9:13
19799a,45,Private,246431,Bachelors,<=50K,11/13/19 9:57,11/15/19 9:57
19800a,31,Private,147654,HS-grad,<=50K,11/13/19 10:30,11/15/19 10:30
19801a,32,Self-emp-not-inc,443546,HS-grad,<=50K,11/13/19 11:04,11/18/19 11:04
19802a,37,Private,281751,Some-college,<=50K,11/13/19 18:25,11/25/19 18:25
19803a,28,Private,263128,Some-college,<=50K,11/13/19 18:45,11/18/19 18:45
19804a,26,Private,292692,12th,<=50K,11/13/19 18:49,11/16/19 18:49
19805a,47,Self-emp-inc,96798,HS-grad,>50K,11/13/19 19:29,11/16/19 19:29
19806a,34,Private,430554,Some-college,>50K,11/13/19 19:35,11/15/19 19:35
19807a,42,Private,317078,HS-grad,<=50K,11/13/19 20:46,11/15/19 20:46
19808a,48,Private,108557,Bachelors,>50K,11/13/19 20:49,11/25/19 20:49
19809a,32,Private,207400,HS-grad,<=50K,11/13/19 21:16,11/16/19 21:16
19810a,35,Private,187089,Assoc-voc,>50K,11/13/19 22:39,11/19/19 22:39
19811a,46,Local-gov,398986,Doctorate,>50K,11/13/19 23:16,11/20/19 23:16
19812a,38,Private,238980,Some-college,<=50K,11/13/19 23:34,11/19/19 23:34
19813a,49,?,407495,HS-grad,<=50K,11/13/19 23:39,11/25/19 23:39
19814a,35,Private,183800,Bachelors,>50K,11/14/19 0:20,11/19/19 0:20
19815a,61,?,226989,HS-grad,<=50K,11/14/19 1:11,11/18/19 1:11
19816a,45,Private,287190,Assoc-acdm,<=50K,11/14/19 1:23,11/24/19 1:23
19817a,31,Private,111363,Bachelors,<=50K,11/14/19 1:51,11/21/19 1:51
19818a,52,Self-emp-inc,260938,Some-college,>50K,11/14/19 3:46,11/23/19 3:46
19819a,20,Private,183594,Some-college,<=50K,11/14/19 6:44,11/26/19 6:44
19820a,64,?,49194,11th,<=50K,11/14/19 6:44,11/21/19 6:44
19821a,20,?,117618,Some-college,<=50K,11/14/19 8:07,11/24/19 8:07
19822a,24,Private,172496,Masters,<=50K,11/14/19 8:55,11/24/19 8:55
19823a,29,Private,389713,Assoc-voc,>50K,11/14/19 20:11,11/24/19 20:11
19824a,23,Private,174413,Bachelors,<=50K,11/14/19 20:25,11/21/19 20:25
19825a,34,State-gov,189843,HS-grad,<=50K,11/14/19 21:49,11/21/19 21:49
19826a,54,Private,198546,Masters,<=50K,11/14/19 22:11,11/23/19 22:11
19827a,21,Private,82497,Some-college,<=50K,11/14/19 23:28,11/16/19 23:28
19828a,23,Private,193090,Bachelors,<=50K,11/14/19 23:49,11/24/19 23:49
19829a,79,Private,172220,7th-8th,<=50K,11/15/19 0:07,11/21/19 0:07
19830a,55,Private,208451,Masters,>50K,11/15/19 1:19,11/21/19 1:19
19831a,42,?,234277,HS-grad,<=50K,11/15/19 2:17,11/21/19 2:17
19832a,60,Private,163729,HS-grad,<=50K,11/15/19 3:32,11/19/19 3:32
19833a,37,Private,434097,Assoc-acdm,<=50K,11/15/19 3:49,11/20/19 3:49
19834a,47,Private,192053,HS-grad,<=50K,11/15/19 4:53,11/24/19 4:53
19835a,20,State-gov,178628,Some-college,<=50K,11/15/19 5:56,11/23/19 5:56
19836a,53,Private,96827,Bachelors,<=50K,11/15/19 6:22,11/20/19 6:22
19837a,34,Private,154667,HS-grad,<=50K,11/15/19 7:37,11/20/19 7:37
19838a,43,Private,160246,Some-college,<=50K,11/15/19 7:43,11/24/19 7:43
19839a,24,Self-emp-not-inc,166036,Some-college,<=50K,11/15/19 9:23,11/23/19 9:23
19840a,23,Private,186813,HS-grad,<=50K,11/15/19 17:42,11/27/19 17:42
19841a,29,Private,162312,Assoc-voc,<=50K,11/15/19 20:10,11/22/19 20:10
19842a,58,Private,183893,Some-college,<=50K,11/15/19 20:59,11/25/19 20:59
19843a,55,?,270228,Assoc-acdm,>50K,11/15/19 22:00,11/17/19 22:00
19844a,40,Private,111829,Masters,<=50K,11/16/19 0:46,11/27/19 0:46
19845a,43,Federal-gov,175669,Some-college,<=50K,11/16/19 0:49,11/21/19 0:49
19846a,25,State-gov,104097,Masters,<=50K,11/16/19 1:04,11/20/19 1:04
19847a,23,Local-gov,117618,Bachelors,<=50K,11/16/19 2:20,11/28/19 2:20
19848a,34,Self-emp-inc,202450,HS-grad,<=50K,11/16/19 2:21,11/22/19 2:21
19849a,26,Private,109570,Some-college,<=50K,11/16/19 4:08,11/28/19 4:08
19850a,60,Private,101096,Doctorate,>50K,11/16/19 6:47,11/28/19 6:47
19851a,39,Private,236391,HS-grad,>50K,11/16/19 7:29,11/20/19 7:29
19852a,21,Private,136975,HS-grad,<=50K,11/16/19 7:38,11/25/19 7:38
19853a,45,Private,167523,HS-grad,<=50K,11/16/19 7:44,11/20/19 7:44
19854a,33,Private,240979,Some-college,<=50K,11/16/19 8:13,11/26/19 8:13
19855a,26,Private,248612,Bachelors,>50K,11/16/19 8:36,11/23/19 8:36
19856a,39,Private,151023,Some-college,<=50K,11/16/19 9:39,11/18/19 9:39
19857a,29,Private,236436,Assoc-acdm,>50K,11/16/19 12:03,11/18/19 12:03
19858a,29,?,153167,Some-college,<=50K,11/16/19 12:32,11/28/19 12:32
19859a,52,Private,61735,11th,<=50K,11/16/19 20:35,11/18/19 20:35
19860a,34,Private,243165,Bachelors,>50K,11/16/19 22:06,11/26/19 22:06
19861a,24,Private,388885,HS-grad,<=50K,11/16/19 22:31,11/18/19 22:31
19862a,77,Self-emp-inc,84979,Doctorate,>50K,11/16/19 22:44,11/23/19 22:44
19863a,34,Self-emp-not-inc,87209,Masters,<=50K,11/17/19 0:29,11/27/19 0:29
19864a,53,Self-emp-not-inc,168539,,<=50K,11/17/19 0:34,11/25/19 0:34
19865a,31,Private,179013,HS-grad,<=50K,11/17/19 0:51,11/26/19 0:51
19866a,58,Private,196643,HS-grad,<=50K,11/17/19 1:12,11/21/19 1:12
19867a,50,Self-emp-not-inc,68898,Masters,>50K,11/17/19 1:25,11/21/19 1:25
19868a,32,Private,156464,HS-grad,<=50K,11/17/19 3:20,11/24/19 3:20
19869a,57,Private,35884,HS-grad,<=50K,11/17/19 3:21,11/28/19 3:21
19870a,32,Private,182714,HS-grad,<=50K,11/17/19 4:26,11/25/19 4:26
19871a,77,Private,344425,,<=50K,11/17/19 5:17,11/20/19 5:17
19872a,37,Self-emp-not-inc,177277,Some-college,<=50K,11/17/19 6:18,11/29/19 6:18
19873a,51,Private,70767,HS-grad,<=50K,11/17/19 6:45,11/24/19 6:45
19874a,33,Self-emp-not-inc,520078,Assoc-acdm,<=50K,11/17/19 6:48,11/21/19 6:48
19875a,53,Local-gov,321770,HS-grad,<=50K,11/17/19 7:05,11/25/19 7:05
19876a,32,Private,158416,HS-grad,<=50K,11/17/19 8:06,11/22/19 8:06
19877a,30,Private,312667,Some-college,<=50K,11/17/19 8:29,11/20/19 8:29
19878a,19,Private,208656,Some-college,<=50K,11/17/19 11:18,11/19/19 11:18
19879a,33,Private,31481,Bachelors,<=50K,11/17/19 15:23,11/22/19 15:23
19880a,31,Private,259531,Assoc-voc,<=50K,11/17/19 17:30,11/21/19 17:30
19881a,28,Private,186239,Some-college,<=50K,11/17/19 18:28,11/21/19 18:28
19882a,19,Private,162954,12th,<=50K,11/17/19 19:31,11/20/19 19:31
19883a,27,Private,249315,HS-grad,<=50K,11/17/19 21:28,11/20/19 21:28
19884a,21,Private,308237,5th-6th,<=50K,11/17/19 23:29,11/25/19 23:29
19885a,24,Private,103064,Bachelors,<=50K,11/18/19 0:30,11/25/19 0:30
19886a,46,Private,185847,HS-grad,<=50K,11/18/19 0:35,11/21/19 0:35
19887a,31,Private,168521,Bachelors,<=50K,11/18/19 2:22,11/25/19 2:22
19888a,60,Private,198170,Some-college,>50K,11/18/19 3:38,11/30/19 3:38
19889a,21,Private,353628,10th,<=50K,11/18/19 3:52,11/23/19 3:52
19890a,38,?,273285,11th,<=50K,11/18/19 4:02,11/30/19 4:02
19891a,31,Private,272069,Assoc-voc,<=50K,11/18/19 4:29,11/30/19 4:29
19892a,26,Private,22328,Bachelors,>50K,11/18/19 5:12,11/20/19 5:12
19893a,46,Private,309212,HS-grad,<=50K,11/18/19 5:29,11/20/19 5:29
19894a,25,Self-emp-inc,148888,HS-grad,>50K,11/18/19 5:32,11/27/19 5:32
19895a,23,Local-gov,324637,Some-college,<=50K,11/18/19 7:05,11/25/19 7:05
19896a,53,Self-emp-inc,55139,Masters,>50K,11/18/19 7:23,11/20/19 7:23
19897a,42,?,212206,Masters,>50K,11/18/19 8:07,11/29/19 8:07
19898a,29,Private,119004,HS-grad,<=50K,11/18/19 8:20,11/25/19 8:20
19899a,45,Private,252079,Some-college,>50K,11/18/19 20:57,11/21/19 20:57
19900a,70,Private,315868,Bachelors,<=50K,11/18/19 20:58,11/30/19 20:58
19901a,55,Self-emp-inc,392325,Bachelors,>50K,11/18/19 21:15,11/25/19 21:15
19902a,40,State-gov,174283,Doctorate,>50K,11/18/19 22:01,11/23/19 22:01
19903a,17,Private,126832,10th,<=50K,11/18/19 22:03,11/30/19 22:03
19904a,18,Private,126071,HS-grad,<=50K,11/19/19 1:49,11/24/19 1:49
19905a,34,Private,265706,Masters,>50K,11/19/19 3:09,11/21/19 3:09
19906a,41,Private,282964,Some-college,<=50K,11/19/19 3:14,11/26/19 3:14
19907a,28,Private,328518,Bachelors,<=50K,11/19/19 5:01,11/25/19 5:01
19908a,23,State-gov,283499,HS-grad,<=50K,11/19/19 5:34,11/23/19 5:34
19909a,32,Private,286675,Some-college,<=50K,11/19/19 6:22,11/30/19 6:22
19910a,56,Private,136472,7th-8th,<=50K,11/19/19 8:13,11/25/19 8:13
19911a,36,Private,132879,HS-grad,<=50K,11/19/19 9:30,11/24/19 9:30
19912a,26,Private,314798,HS-grad,<=50K,11/19/19 11:43,11/24/19 11:43
19913a,62,Private,143943,Bachelors,<=50K,11/19/19 12:03,11/23/19 12:03
19914a,35,Private,134367,Assoc-acdm,<=50K,11/19/19 18:06,11/29/19 18:06
19915a,25,Local-gov,366796,Bachelors,<=50K,11/19/19 18:32,11/30/19 18:32
19916a,28,Private,195573,HS-grad,<=50K,11/19/19 19:01,11/30/19 19:01
19917a,21,Private,33616,Some-college,<=50K,11/19/19 19:37,11/22/19 19:37
19918a,31,Private,164190,10th,<=50K,11/19/19 21:36,11/25/19 21:36
19919a,23,Private,380281,Assoc-acdm,<=50K,11/20/19 1:50,12/1/19 1:50
19920a,58,Self-emp-inc,190763,Bachelors,>50K,11/20/19 3:49,11/22/19 3:49
19921a,55,Local-gov,209535,Masters,>50K,11/20/19 7:12,11/26/19 7:12
19922a,54,Private,156003,HS-grad,<=50K,11/20/19 8:10,11/27/19 8:10
19923a,33,Private,55699,HS-grad,<=50K,11/20/19 8:26,11/22/19 8:26
19924a,28,Private,183151,11th,>50K,11/20/19 9:41,12/2/19 9:41
19925a,40,Private,198790,11th,<=50K,11/20/19 11:04,11/25/19 11:04
19926a,33,Self-emp-not-inc,272359,Bachelors,>50K,11/20/19 17:59,11/26/19 17:59
19927a,27,Private,236481,Prof-school,<=50K,11/20/19 20:07,11/24/19 20:07
19928a,55,Private,143266,HS-grad,<=50K,11/20/19 23:13,11/30/19 23:13
19929a,53,Private,192386,HS-grad,<=50K,11/20/19 23:31,11/27/19 23:31
19930a,23,Private,99543,12th,<=50K,11/21/19 1:23,12/1/19 1:23
19931a,66,Private,169435,HS-grad,<=50K,11/21/19 2:14,11/26/19 2:14
19932a,34,Self-emp-not-inc,34572,Assoc-voc,>50K,11/21/19 2:38,11/27/19 2:38
19933a,39,Private,119272,10th,<=50K,11/21/19 3:13,12/3/19 3:13
19934a,21,Private,211601,Some-college,<=50K,11/21/19 4:13,12/2/19 4:13
19935a,26,Private,154785,Some-college,<=50K,11/21/19 4:53,12/3/19 4:53
19936a,21,Private,213041,HS-grad,<=50K,11/21/19 5:09,11/25/19 5:09
19937a,59,Private,229939,HS-grad,<=50K,11/21/19 5:11,11/24/19 5:11
19938a,61,Private,175331,10th,<=50K,11/21/19 6:16,11/24/19 6:16
19939a,30,Private,226443,Bachelors,>50K,11/21/19 6:47,12/3/19 6:47
19940a,22,Private,46561,Assoc-voc,<=50K,11/21/19 7:42,11/28/19 7:42
19941a,47,Private,161311,HS-grad,<=50K,11/21/19 7:59,12/3/19 7:59
19942a,50,Private,98215,HS-grad,<=50K,11/21/19 8:18,11/25/19 8:18
19943a,67,Private,118363,Bachelors,<=50K,11/21/19 8:29,12/1/19 8:29
19944a,59,Local-gov,181242,10th,<=50K,11/21/19 8:44,12/2/19 8:44
19945a,35,Private,356238,Assoc-acdm,>50K,11/21/19 17:49,11/29/19 17:49
19946a,56,Self-emp-not-inc,39380,Some-college,>50K,11/21/19 18:27,12/1/19 18:27
19947a,28,Private,315287,HS-grad,<=50K,11/21/19 18:53,11/30/19 18:53
19948a,34,Private,269723,HS-grad,<=50K,11/21/19 19:03,11/25/19 19:03
19949a,63,Private,34098,10th,<=50K,11/21/19 19:33,12/2/19 19:33
19950a,48,Private,50880,Some-college,<=50K,11/21/19 20:51,11/29/19 20:51
19951a,41,Federal-gov,356934,Some-college,>50K,11/21/19 23:25,11/23/19 23:25
19952a,26,Private,276309,Some-college,<=50K,11/21/19 23:37,11/23/19 23:37
19953a,47,Private,175925,10th,<=50K,11/22/19 0:24,12/3/19 0:24
19954a,29,Self-emp-not-inc,164607,Assoc-voc,<=50K,11/22/19 1:09,11/27/19 1:09
19955a,30,Private,224462,HS-grad,<=50K,11/22/19 1:28,11/26/19 1:28
19956a,19,Private,92863,HS-grad,<=50K,11/22/19 1:50,11/26/19 1:50
19957a,27,Private,179565,Bachelors,<=50K,11/22/19 2:17,12/1/19 2:17
19958a,59,Self-emp-not-inc,31137,HS-grad,<=50K,11/22/19 4:04,12/4/19 4:04
19959a,19,Private,199495,HS-grad,<=50K,11/22/19 5:17,11/26/19 5:17
19960a,45,Private,175262,,<=50K,11/22/19 6:31,11/29/19 6:31
19961a,37,Private,220585,HS-grad,<=50K,11/22/19 6:31,12/1/19 6:31
19962a,44,Local-gov,231793,Doctorate,<=50K,11/22/19 6:57,11/29/19 6:57
19963a,34,Federal-gov,191342,Bachelors,<=50K,11/22/19 7:17,11/30/19 7:17
19964a,30,Private,186420,Bachelors,<=50K,11/22/19 7:27,11/26/19 7:27
19965a,30,Private,328242,Bachelors,>50K,11/22/19 7:31,12/4/19 7:31
19966a,56,Private,279340,11th,<=50K,11/22/19 8:03,11/29/19 8:03
19967a,19,Private,174478,HS-grad,<=50K,11/22/19 8:28,12/1/19 8:28
19968a,37,Private,151771,7th-8th,<=50K,11/22/19 10:23,11/24/19 10:23
19969a,45,Private,145636,Masters,>50K,11/22/19 10:39,12/4/19 10:39
19970a,21,Private,120326,Some-college,<=50K,11/22/19 11:07,11/25/19 11:07
19971a,34,Self-emp-not-inc,246439,HS-grad,<=50K,11/22/19 21:26,11/27/19 21:26
19972a,27,Private,144133,Bachelors,<=50K,11/22/19 22:43,11/25/19 22:43
19973a,44,Local-gov,145522,Masters,<=50K,11/22/19 23:38,11/29/19 23:38
19974a,33,Private,312055,Bachelors,<=50K,11/23/19 1:11,11/25/19 1:11
19975a,32,Private,235847,Some-college,<=50K,11/23/19 2:15,11/29/19 2:15
19976a,37,Private,187748,Some-college,<=50K,11/23/19 2:24,11/30/19 2:24
19977a,26,Private,396482,Bachelors,<=50K,11/23/19 3:32,12/2/19 3:32
19978a,49,Private,261688,HS-grad,<=50K,11/23/19 5:24,12/4/19 5:24
19979a,20,Private,39477,Some-college,<=50K,11/23/19 5:51,12/4/19 5:51
19980a,37,Private,143058,Some-college,<=50K,11/23/19 6:59,11/30/19 6:59
19981a,22,Private,216867,5th-6th,<=50K,11/23/19 8:24,11/30/19 8:24
19982a,44,Private,230592,Bachelors,<=50K,11/23/19 9:19,11/27/19 9:19
19983a,30,Local-gov,40338,HS-grad,<=50K,11/23/19 11:49,11/27/19 11:49
19984a,55,Local-gov,115457,HS-grad,<=50K,11/23/19 18:12,12/1/19 18:12
19985a,36,Private,374983,11th,<=50K,11/23/19 19:03,12/1/19 19:03
19986a,29,Private,285419,12th,<=50K,11/23/19 19:25,12/2/19 19:25
19987a,19,?,385901,Some-college,<=50K,11/23/19 21:00,11/25/19 21:00
19988a,45,State-gov,187581,Assoc-voc,<=50K,11/23/19 23:52,12/4/19 23:52
19989a,38,Self-emp-inc,299036,Bachelors,>50K,11/24/19 0:52,11/30/19 0:52
19990a,42,Private,68729,Some-college,<=50K,11/24/19 2:21,11/30/19 2:21
19991a,27,Private,333990,Assoc-voc,<=50K,11/24/19 3:55,12/5/19 3:55
19992a,20,Private,117767,Some-college,<=50K,11/24/19 3:59,11/28/19 3:59
19993a,43,Private,184378,Bachelors,<=50K,11/24/19 4:53,12/2/19 4:53
19994a,21,Private,232591,HS-grad,<=50K,11/24/19 5:16,12/4/19 5:16
19995a,33,Private,143851,Bachelors,<=50K,11/24/19 5:25,11/28/19 5:25
19996a,36,Self-emp-not-inc,89622,HS-grad,>50K,11/24/19 5:39,11/30/19 5:39
19997a,34,Private,202498,12th,<=50K,11/24/19 7:19,12/5/19 7:19
19998a,72,Private,268861,7th-8th,<=50K,11/24/19 9:07,11/30/19 9:07
19999a,54,Private,343242,Some-college,>50K,11/24/19 16:44,12/3/19 16:44
20000a,30,Private,460408,HS-grad,>50K,11/24/19 18:45,12/6/19 18:45
20001a,63,Private,205246,HS-grad,<=50K,11/24/19 21:30,12/1/19 21:30
20002a,36,Private,230329,Bachelors,>50K,11/25/19 0:23,12/5/19 0:23
20003a,25,Private,197871,Bachelors,<=50K,11/25/19 3:15,12/1/19 3:15
20004a,72,?,201375,Assoc-acdm,<=50K,11/25/19 5:20,12/5/19 5:20
20005a,55,Private,194290,HS-grad,<=50K,11/25/19 5:59,11/30/19 5:59
20006a,44,Private,191814,Some-college,>50K,11/25/19 6:24,12/6/19 6:24
20007a,41,Private,95168,HS-grad,<=50K,11/25/19 6:53,12/5/19 6:53
20008a,20,?,137876,Some-college,<=50K,11/25/19 8:46,11/29/19 8:46
20009a,47,Private,386136,Assoc-acdm,>50K,11/25/19 11:00,11/30/19 11:00
20010a,71,?,108390,Some-college,<=50K,11/26/19 2:33,12/4/19 2:33
20011a,41,Private,152529,Bachelors,>50K,11/26/19 2:33,11/29/19 2:33
20012a,35,Private,214891,HS-grad,<=50K,11/26/19 2:40,12/8/19 2:40
20013a,18,Private,133654,HS-grad,<=50K,11/26/19 3:01,12/5/19 3:01
20014a,23,Private,147548,HS-grad,<=50K,11/26/19 3:18,12/5/19 3:18
20015a,57,Private,73051,Bachelors,<=50K,11/26/19 4:05,11/28/19 4:05
20016a,56,Self-emp-not-inc,60166,1st-4th,<=50K,11/26/19 4:18,12/2/19 4:18
20017a,25,Self-emp-inc,454934,Some-college,<=50K,11/26/19 4:40,12/2/19 4:40
20018a,64,?,338355,Assoc-voc,<=50K,11/26/19 5:27,12/2/19 5:27
20019a,35,Self-emp-not-inc,185621,Bachelors,<=50K,11/26/19 6:03,12/5/19 6:03
20020a,61,Private,101500,Assoc-voc,<=50K,11/26/19 6:09,12/2/19 6:09
20021a,36,State-gov,36397,Bachelors,<=50K,11/26/19 11:07,12/5/19 11:07
20022a,18,Private,276540,12th,<=50K,11/26/19 20:54,12/2/19 20:54
20023a,21,Private,293968,Some-college,<=50K,11/26/19 21:17,12/4/19 21:17
20024a,43,?,35523,Assoc-acdm,<=50K,11/26/19 23:48,12/8/19 23:48
20025a,32,Local-gov,186993,HS-grad,<=50K,11/27/19 2:14,11/30/19 2:14
20026a,52,Private,232132,12th,>50K,11/27/19 2:19,12/3/19 2:19
20027a,48,Private,176917,HS-grad,<=50K,11/27/19 2:29,11/30/19 2:29
20028a,40,Private,105936,Bachelors,<=50K,11/27/19 4:36,12/5/19 4:36
20029a,35,Private,105821,HS-grad,>50K,11/27/19 4:38,12/7/19 4:38
20030a,22,?,34506,Some-college,<=50K,11/27/19 6:08,12/3/19 6:08
20031a,42,Private,178074,HS-grad,<=50K,11/27/19 6:55,12/4/19 6:55
20032a,60,?,116961,7th-8th,<=50K,11/27/19 7:08,12/9/19 7:08
20033a,34,Private,191930,Some-college,<=50K,11/27/19 7:19,12/1/19 7:19
20034a,27,Private,130807,Assoc-acdm,<=50K,11/27/19 9:09,12/7/19 9:09
20035a,47,Self-emp-not-inc,94100,Bachelors,<=50K,11/27/19 10:40,12/8/19 10:40
20036a,65,Self-emp-not-inc,144822,,<=50K,11/27/19 11:33,12/1/19 11:33
20037a,61,Self-emp-inc,102191,Masters,<=50K,11/27/19 17:47,12/2/19 17:47
20038a,18,Private,90934,Some-college,<=50K,11/27/19 20:18,11/29/19 20:18
20039a,49,?,296892,HS-grad,<=50K,11/27/19 20:22,12/2/19 20:22
20040a,48,Private,173243,Doctorate,>50K,11/27/19 21:06,11/30/19 21:06
20041a,26,Private,258768,Some-college,<=50K,11/27/19 21:28,12/8/19 21:28
20042a,30,Private,189759,Bachelors,<=50K,11/27/19 22:25,12/5/19 22:25
20043a,68,Self-emp-not-inc,69249,HS-grad,>50K,11/27/19 23:53,11/30/19 23:53
20044a,23,Private,133061,HS-grad,<=50K,11/28/19 0:27,12/4/19 0:27
20045a,65,Self-emp-not-inc,175202,HS-grad,<=50K,11/28/19 3:03,12/9/19 3:03
20046a,32,Private,27051,Bachelors,<=50K,11/28/19 3:04,12/5/19 3:04
20047a,44,Private,60414,Masters,>50K,11/28/19 3:22,12/1/19 3:22
20048a,48,Local-gov,317360,Masters,>50K,11/28/19 6:54,12/4/19 6:54
20049a,24,Private,258298,Assoc-voc,<=50K,11/28/19 7:38,12/10/19 7:38
20050a,58,Private,174040,Some-college,<=50K,11/28/19 8:01,12/10/19 8:01
20051a,32,Local-gov,177566,Some-college,<=50K,11/28/19 8:46,12/3/19 8:46
20052a,54,Private,162238,Masters,>50K,11/28/19 11:16,11/30/19 11:16
20053a,35,Private,87556,Masters,>50K,11/28/19 18:23,12/10/19 18:23
20054a,35,Private,144322,Assoc-acdm,<=50K,11/28/19 18:51,12/4/19 18:51
20055a,24,Private,190015,HS-grad,<=50K,11/28/19 19:29,12/1/19 19:29
20056a,50,Private,183173,HS-grad,>50K,11/28/19 20:58,12/3/19 20:58
20057a,38,Self-emp-not-inc,151322,HS-grad,<=50K,11/28/19 22:10,12/4/19 22:10
20058a,57,Local-gov,47392,HS-grad,>50K,11/29/19 2:55,12/4/19 2:55
20059a,38,Private,107125,Some-college,<=50K,11/29/19 3:43,12/3/19 3:43
20060a,49,Private,265295,HS-grad,<=50K,11/29/19 4:07,12/11/19 4:07
20061a,25,Private,189219,Bachelors,<=50K,11/29/19 5:44,12/5/19 5:44
20062a,56,Private,147989,Some-college,<=50K,11/29/19 8:15,12/10/19 8:15
20063a,32,Private,185732,11th,<=50K,11/29/19 12:41,12/3/19 12:41
20064a,22,Private,153516,Bachelors,<=50K,11/29/19 19:26,12/3/19 19:26
20065a,23,?,191910,Some-college,<=50K,11/29/19 20:23,12/9/19 20:23
20066a,33,Private,216145,HS-grad,<=50K,11/29/19 20:38,12/1/19 20:38
20067a,42,Private,202872,Some-college,<=50K,11/29/19 21:45,12/10/19 21:45
20068a,62,Self-emp-not-inc,39630,HS-grad,<=50K,11/29/19 21:52,12/1/19 21:52
20069a,24,?,114292,,<=50K,11/29/19 23:38,12/2/19 23:38
20070a,26,Local-gov,206721,Bachelors,<=50K,11/30/19 0:35,12/5/19 0:35
20071a,46,Private,358585,Some-college,>50K,11/30/19 2:12,12/12/19 2:12
20072a,33,Private,377283,Bachelors,>50K,11/30/19 2:52,12/12/19 2:52
20073a,65,?,76043,HS-grad,>50K,11/30/19 3:07,12/6/19 3:07
20074a,65,Without-pay,172949,HS-grad,<=50K,11/30/19 3:14,12/7/19 3:14
20075a,46,Private,110171,Some-college,>50K,11/30/19 4:38,12/10/19 4:38
20076a,43,Local-gov,223861,Assoc-voc,<=50K,11/30/19 4:54,12/5/19 4:54
20077a,43,Private,163455,HS-grad,>50K,11/30/19 5:30,12/4/19 5:30
20078a,35,Private,183892,10th,<=50K,11/30/19 6:11,12/12/19 6:11
20079a,48,Private,47022,HS-grad,<=50K,11/30/19 6:15,12/10/19 6:15
20080a,55,Federal-gov,145401,Bachelors,>50K,11/30/19 6:29,12/3/19 6:29
20081a,45,Private,387074,Assoc-voc,<=50K,11/30/19 9:03,12/8/19 9:03
20082a,56,Private,105363,Bachelors,<=50K,11/30/19 9:41,12/9/19 9:41
20083a,59,Federal-gov,195467,Masters,<=50K,11/30/19 10:09,12/7/19 10:09
20084a,56,Local-gov,170217,HS-grad,<=50K,11/30/19 13:53,12/7/19 13:53
20085a,21,Private,156807,HS-grad,<=50K,12/1/19 3:19,12/11/19 3:19
20086a,26,Private,255193,11th,<=50K,12/1/19 5:28,12/4/19 5:28
20087a,38,Private,273640,HS-grad,<=50K,12/1/19 11:32,12/7/19 11:32
20088a,27,Private,191177,Some-college,<=50K,12/1/19 22:18,12/6/19 22:18
20089a,48,Self-emp-inc,184787,7th-8th,>50K,12/2/19 1:56,12/5/19 1:56
20090a,37,State-gov,239409,Masters,>50K,12/2/19 4:31,12/4/19 4:31
20091a,63,Self-emp-not-inc,404547,HS-grad,<=50K,12/2/19 9:31,12/7/19 9:31
20092a,27,State-gov,23740,HS-grad,>50K,12/2/19 11:15,12/8/19 11:15
20093a,20,Private,382153,Some-college,<=50K,12/2/19 12:25,12/4/19 12:25
20094a,26,Private,164488,Masters,>50K,12/2/19 19:29,12/10/19 19:29
20095a,21,?,228424,10th,<=50K,12/3/19 1:22,12/5/19 1:22
20096a,51,Self-emp-not-inc,168539,Assoc-acdm,<=50K,12/3/19 3:43,12/8/19 3:43
20097a,28,Private,189530,Assoc-acdm,>50K,12/3/19 4:34,12/13/19 4:34
20098a,39,Private,89419,Assoc-voc,<=50K,12/3/19 12:58,12/7/19 12:58
20099a,35,Private,224512,Masters,>50K,12/4/19 6:26,12/14/19 6:26
20100a,21,?,314645,Some-college,<=50K,12/4/19 7:17,12/7/19 7:17
20101a,65,Private,85787,7th-8th,<=50K,12/4/19 8:34,12/10/19 8:34
20102a,54,Local-gov,279881,Assoc-voc,<=50K,12/4/19 10:40,12/14/19 10:40
20103a,39,Private,194287,7th-8th,<=50K,12/4/19 19:56,12/16/19 19:56
20104a,24,Private,141040,Some-college,<=50K,12/4/19 23:57,12/12/19 23:57
20105a,36,Private,222294,Bachelors,<=50K,12/5/19 2:18,12/12/19 2:18
20106a,70,?,410980,Some-college,>50K,12/5/19 3:38,12/11/19 3:38
20107a,52,Private,38795,HS-grad,>50K,12/5/19 4:38,12/11/19 4:38
