"Feature Name","Feature Description",Industry,Usecase,Source
zone,"Geographical location of the agency or branch. Dummy variable: (0) central zone, (1) outskirts","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
old,"Duration as a borrower of the MFI. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
previous_loan_grant,"Previously granted credits. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
loan_grant,"Loans granted in the last year. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
loan_denied,"Previously denied loans. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
microbusiness_sector,"Activity sector of the micro-business. Categorical variable: (0) commerce, (1) agriculture, (2) production, (3) service","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
microcredit_purpose,"Destination of microcredit. Dummy variable: (0) work capital, (1) fixed asset","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
mfi_class,"MFI customer classification Dummy variable: (0) normal customer, (1) customer with repayment problems of any sort","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
total_fees,"Total number of fees paid in credit history. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
arrears,"Number of arrears. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
ave_arrear,"Average (days) of customer default. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
max_arrear,"Number of days of major default. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
currency,"Type of currency for loan granted. Dummy variable: (0) Nuevos Soles (ISO code PEN) (1) US Dollar ($)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
microcredit_amount,"Amount of microcredit. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
microcredit_interest_rate,"Monthly interest rate for microcredit. Numeric variable","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
forecast,"Loan officer forecast: credit situation at expiration. Dummy variable: (0) without problems, (1) with problems","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
gdp,"Rate of annual change of Gross Domestic Product (GDP) during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
cpi,"Rate of annual change of Consumer Price Index (CPI) during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
empl_r,"Rate of annual change of variation of employment rate (ER) during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
er,"Rate of annual change of variation of exchange rate (ER) PEN-$ during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
ir,"Rate of annual change of interest rate (IR) during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
sei,"Rate of annual change of stock exchange index (SEI) during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
water,"Rate of annual change in cost of municipal water during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
electricity,"Rate of annual change in cost of electricity during loan term","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
