"Feature Name","Feature Description",Industry,Usecase
"AR/TA 01","Accounts Receivable/Total Assets 2001","banking financial service and insurance","transaction volume forecasting"
AR/TA02,"Accounts Receivable/Total Assets 2002","banking financial service and insurance","transaction volume forecasting"
NDAR02,"Number of days accounts receivable 2002","banking financial service and insurance","transaction volume forecasting"
NDAP02,"Number of days accounts payable 2002","banking financial service and insurance","transaction volume forecasting"
CAR/TA,"Change Accounts Receivable/Total Assets","banking financial service and insurance","transaction volume forecasting"
ITURN02,"Inventory turnover 2002","banking financial service and insurance","transaction volume forecasting"
CAR/NS,"Change Accounts Receivable/Net Sales","banking financial service and insurance","transaction volume forecasting"
S/TA02,"Sales/total assets 2002","banking financial service and insurance","transaction volume forecasting"
GOCF,"Growth of Operational Cash Flow","banking financial service and insurance","transaction volume forecasting"
CFO02,"Cash flows from operations 2002","banking financial service and insurance","transaction volume forecasting"
CFO01,"Cash flows from operations 2001","banking financial service and insurance","transaction volume forecasting"
Z-SCORE02,"Altman z-score 2002","banking financial service and insurance","transaction volume forecasting"
"Market capitalization","Market capitalization Size","banking financial service and insurance","transaction volume forecasting"
P/E,"Price to earnings per share","banking financial service and insurance","transaction volume forecasting"
"Expected growth in revenues","Expected growth in revenues in the next 5 years","banking financial service and insurance","transaction volume forecasting"
"Earnings per share","Earnings per share","banking financial service and insurance","transaction volume forecasting"
ROE,"Return on equity","banking financial service and insurance","transaction volume forecasting"
ROC,"Return on capital","banking financial service and insurance","transaction volume forecasting"
PBV,"Price to book value","banking financial service and insurance","transaction volume forecasting"
"Enterprise value","Enterprise value / earnings","banking financial service and insurance","transaction volume forecasting"
"Debt-to-capital ratio","Debt-to-capital ratio","banking financial service and insurance","transaction volume forecasting"
"High to low stock price","High to low stock price","banking financial service and insurance","transaction volume forecasting"
"Dividend yield","Dividend yield","banking financial service and insurance","transaction volume forecasting"
"Payout ratio","Payout ratio","banking financial service and insurance","transaction volume forecasting"
"Standard deviation of stock price","Standard deviation of stock price","banking financial service and insurance","transaction volume forecasting"
"Beta coefficient","Beta coefficient","banking financial service and insurance","transaction volume forecasting"
"Insider shares","Shares held by insiders","banking financial service and insurance","transaction volume forecasting"
"Mutual fund shares","Shares held by mutual funds","banking financial service and insurance","transaction volume forecasting"
"Pre-tax operating margin","Pre-tax operating margin","banking financial service and insurance","transaction volume forecasting"
NCWC,"Non-cash working capital","banking financial service and insurance","transaction volume forecasting"
"Frequency of negative terms","Frequency of negative terms","banking financial service and insurance","transaction volume forecasting"
"Frequency of positive terms","Frequency of positive terms","banking financial service and insurance","transaction volume forecasting"
"Frequency of uncertainty terms","Frequency of uncertainty terms","banking financial service and insurance","transaction volume forecasting"
"Frequency of litigious terms","Frequency of litigious terms","banking financial service and insurance","transaction volume forecasting"
"Frequency of strong modal terms","Frequency of strong modal terms","banking financial service and insurance","transaction volume forecasting"
"Frequency of weak modal terms","Frequency of weak modal terms","banking financial service and insurance","transaction volume forecasting"
"Stock price return","Stock price return = (Pt+1 Pt)/Pt","banking financial service and insurance","transaction volume forecasting"
Day,"Day of the week","banking financial service and insurance","transaction volume forecasting"
"Daily EPU index US","Daily economic policy uncertainty index (US)","banking financial service and insurance","transaction volume forecasting"
"Daily EPU Index UK","Daily Economic Policy Uncertainty Index (UK)","banking financial service and insurance","transaction volume forecasting"
"Type of day","weekday or weekend ","banking financial service and insurance","transaction volume forecasting"
"Return direction","Return direction (1/-1)","banking financial service and insurance","transaction volume forecasting"
"Hash Rate","Hash Rate","banking financial service and insurance","transaction volume forecasting"
Difficulty,"Mining Difficulty","banking financial service and insurance","transaction volume forecasting"
"Confirmed Transactions Per Day","Confirmed Transactions Per Day","banking financial service and insurance","transaction volume forecasting"
"Estimated Transaction Value","Estimated Transaction Value","banking financial service and insurance","transaction volume forecasting"
"Total Transaction Fees","Total Transaction Fees","banking financial service and insurance","transaction volume forecasting"
"my wallet No. transaction perday","my wallet number of transaction perday","banking financial service and insurance","transaction volume forecasting"
"my wallet transaction volume","my wallet transaction volume","banking financial service and insurance","transaction volume forecasting"
"average block size","average block size","banking financial service and insurance","transaction volume forecasting"
"API Blockchain size","API Blockchain size","banking financial service and insurance","transaction volume forecasting"
"Cost per transaction","Cost per transaction","banking financial service and insurance","transaction volume forecasting"
"Cost % of transaction volume","Cost % of transaction volume","banking financial service and insurance","transaction volume forecasting"
"estimated transaction volume USD","estimated transaction volume USD","banking financial service and insurance","transaction volume forecasting"
"estimated transaction volume","estimated transaction volume","banking financial service and insurance","transaction volume forecasting"
"total output volume","total output volume","banking financial service and insurance","transaction volume forecasting"
"No. transaction per block","number of transaction per block","banking financial service and insurance","transaction volume forecasting"
"No. unique bitcoin addresses used","Number of unique bitcoin addresses used","banking financial service and insurance","transaction volume forecasting"
"No. transaction excluding popular addresses","Number of transaction excluding popular addresses","banking financial service and insurance","transaction volume forecasting"
"Total transaction fee USD","Total transaction fee USD","banking financial service and insurance","transaction volume forecasting"
"No. transaction","Number of transaction","banking financial service and insurance","transaction volume forecasting"
"Market capitalization","Market capitalization","banking financial service and insurance","transaction volume forecasting"
"Total Bitcoin","Total Bitcoin","banking financial service and insurance","transaction volume forecasting"
"Wikipedia trend","Wikipedia trend","banking financial service and insurance","transaction volume forecasting"
