ifa,age,age2,empty,workclass,fnlwgt,logfnl,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,label
3510a,1,1,,Private,1,4.951716268,Some-college,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
3737a,1,1,,?,1,4.729213402,Assoc-voc,1,Married-civ-spouse,?,Wife,White,Male,3908,0,1,United-States,<=50K,0
3845a,1,1,,Self-emp-inc,1,5.102690913,Bachelors,1,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K,0
3889a,1,1,,Self-emp-not-inc,1,4.516204735,HS-grad,1,Separated,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K,0
4173a,1,1,,Private,1,5.511422096,Masters,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,1,*,>50K,0
4401a,1,1,,Private,1,5.123031258,11th,1,Divorced,Other-service,Unmarried,White,Male,0,0,1,United-States,<=50K,0
4508a,1,1,,Private,1,5.220102856,Some-college,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
4851a,1,1,,Self-emp-not-inc,1,5.576310246,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
5179a,1,1,,Local-gov,1,5.243407662,HS-grad,1,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
5968a,1,1,,Private,1,4.958731071,Assoc-voc,1,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K,0
6784a,1,1,,Private,1,5.761567781,11th,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
7317a,1,1,,Private,1,5.459374392,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
7719a,1,1,,Private,1,5.290697796,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
7896a,1,1,,Private,1,5.148815432,HS-grad,1,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K,0
8020a,1,1,,Private,1,5.44299372,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,Cuba,<=50K,0
9431a,1,1,,Private,1,5.183790685,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,1,United-States,<=50K,0
9995a,1,1,,Self-emp-not-inc,1,5.244764346,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
10055a,1,1,,Private,1,5.540036509,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10131a,1,1,,Private,1,5.16571903,Some-college,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10225a,1,1,,Private,1,5.076115916,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
10331a,1,1,,Private,1,5.066728347,HS-grad,1,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K,0
10411a,1,1,,Self-emp-not-inc,1,5.324348315,11th,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,1,Mexico,<=50K,0
11365a,1,1,,Self-emp-inc,1,4.750014422,Some-college,1,Never-married,Exec-managerial,Not-in-family,Black,Female,2202,0,1,United-States,<=50K,0
11716a,1,1,,Private,1,5.245110266,11th,1,Never-married,Farming-fishing,Other-relative,White,Male,0,0,1,Puerto-Rico,<=50K,0
11729a,1,1,,Private,1,5.230780902,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
12086a,1,1,,Private,1,5.248676891,12th,1,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K,0
12825a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13303a,1,1,,?,1,,5th-6th,1,Married-civ-spouse,?,Wife,White,Male,0,0,1,Mexico,<=50K,0
13341a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
13776a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
14169a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,20051,0,1,United-States,>50K,0
14579a,1,1,,?,1,,Bachelors,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
15402a,1,1,,Private,1,,HS-grad,1,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K,0
15561a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,1,Jamaica,<=50K,0
15671a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
16311a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
16350a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
16883a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
16979a,1,1,,?,1,,10th,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
18695a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
19220a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Sales,Husband,White,Male,0,1977,1,United-States,>50K,0
19699a,1,1,,Local-gov,1,,Some-college,1,Divorced,Other-service,Unmarried,White,Male,0,0,1,United-States,<=50K,0
19830a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
20658a,1,1,,Self-emp-inc,1,,12th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,?,<=50K,0
21180a,1,1,,?,1,,10th,1,Never-married,?,Own-child,Black,Female,0,0,1,United-States,<=50K,0
21670a,1,1,,Private,1,,Masters,1,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,>50K,0
22135a,1,1,,Private,1,,Some-college,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
22188a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
23793a,1,1,,Federal-gov,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,1,United-States,>50K,0
23837a,1,1,,Self-emp-not-inc,1,,7th-8th,1,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,Cuba,<=50K,0
24009a,1,1,,Self-emp-not-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,99999,0,1,United-States,>50K,0
24012a,1,1,,Private,1,,11th,1,Never-married,Tech-support,Own-child,White,Male,0,0,1,United-States,<=50K,0
24696a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,1,?,>50K,0
25828a,1,1,,Local-gov,1,,Bachelors,1,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,1,United-States,<=50K,0
26315a,1,1,,Private,1,,Bachelors,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
27009a,1,1,,State-gov,1,,Masters,1,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,1,United-States,<=50K,0
27054a,1,1,,Private,1,,7th-8th,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
27605a,1,1,,Self-emp-inc,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
28743a,1,1,,Private,1,,12th,1,Divorced,Adm-clerical,Not-in-family,,Male,0,0,1,United-States,<=50K,0
28897a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1,United-States,>50K,0
29002a,1,1,,Private,1,,11th,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
29731a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,<=50K,0
29986a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
30073a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Sales,Husband,White,Male,0,1977,1,United-States,>50K,0
30362a,1,1,,State-gov,1,,5th-6th,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Mexico,<=50K,0
30562a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
30576a,1,1,,Private,1,,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,2597,0,1,United-States,<=50K,0
30678a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Female,0,0,1,United-States,<=50K,0
30954a,1,1,,Private,1,,HS-grad,1,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
31398a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
31484a,1,1,,Self-emp-not-inc,1,,Assoc-acdm,1,Never-married,Farming-fishing,Other-relative,White,Male,10520,0,1,United-States,>50K,0
32186a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
32530a,1,1,,Private,1,,HS-grad,1,Separated,Sales,Unmarried,White,Male,0,0,1,United-States,<=50K,0
1310a,1,1,,Private,1,5.098370259,HS-grad,1,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,1,United-States,>50K,0
2660a,1,1,,Federal-gov,1,5.315934677,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,Columbia,<=50K,0
2751a,1,1,,Private,1,5.086452375,Assoc-voc,1,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
2828a,1,1,,Private,1,5.512679061,Some-college,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
2869a,1,1,,Self-emp-not-inc,1,5.322793838,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K,0
2883a,1,1,,Private,1,5.292982242,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,<=50K,0
3900a,1,1,,Private,1,5.344578921,HS-grad,1,Never-married,Craft-repair,Other-relative,Black,Male,0,0,1,United-States,<=50K,0
4032a,1,1,,Private,1,5.263901061,HS-grad,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1977,1,United-States,>50K,0
4674a,1,1,,Private,1,5.010596736,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
4837a,1,1,,Federal-gov,1,4.990503127,Some-college,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K,0
4911a,1,1,,Private,1,5.272588786,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
5337a,1,1,,Private,1,5.592832702,12th,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
5486a,1,1,,Private,1,5.125331595,10th,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
5864a,1,1,,Private,1,5.408272197,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
6167a,1,1,,Private,1,5.054865745,Bachelors,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K,0
6534a,1,1,,Private,1,5.274317215,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,1,*,>50K,0
6767a,1,1,,?,1,5.311777164,Some-college,1,Married-civ-spouse,?,Husband,White,Female,0,0,1,United-States,<=50K,0
7080a,1,1,,Self-emp-not-inc,1,5.309740856,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
7173a,1,1,,Private,1,5.501665755,Some-college,1,Never-married,Adm-clerical,Own-child,Black,Female,0,0,1,United-States,<=50K,0
9249a,1,1,,Local-gov,1,5.872603744,Some-college,1,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
9561a,1,1,,Local-gov,1,5.545506277,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
9913a,1,1,,Private,1,5.319432959,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
10847a,1,1,,State-gov,1,5.543279394,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11466a,1,1,,Private,1,5.444547537,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
11517a,1,1,,?,1,5.25402574,12th,1,Never-married,?,Own-child,Other,Male,0,0,1,United-States,<=50K,0
11600a,1,1,,Private,1,5.478380329,Some-college,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
12273a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K,0
12919a,1,1,,?,1,,Assoc-acdm,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,>50K,0
13141a,1,1,,Private,1,,Assoc-voc,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13223a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,>50K,0
13510a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
14884a,1,1,,Private,1,,Bachelors,1,Divorced,Adm-clerical,Own-child,White,Female,0,0,1,United-States,>50K,0
15042a,1,1,,Private,1,,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
15118a,1,1,,Private,1,,Some-college,1,Divorced,Exec-managerial,Not-in-family,White,Male,14344,0,1,United-States,>50K,0
15894a,1,1,,Federal-gov,1,,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
16056a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K,0
16356a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K,0
16817a,1,1,,Local-gov,1,,Bachelors,1,Divorced,Prof-specialty,Unmarried,White,Male,0,0,1,France,<=50K,0
18055a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
18138a,1,1,,Private,1,,Prof-school,1,Never-married,Prof-specialty,Other-relative,White,Female,0,0,1,United-States,<=50K,0
18196a,1,1,,Private,1,,Some-college,1,Divorced,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,<=50K,0
18809a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,1590,1,Japan,<=50K,0
19583a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Other-relative,White,Female,0,0,1,United-States,<=50K,0
20375a,1,1,,Self-emp-not-inc,1,,11th,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
20900a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,1,United-States,<=50K,0
21996a,1,1,,Private,1,,5th-6th,1,Separated,Craft-repair,Not-in-family,Other,Male,0,0,1,Mexico,<=50K,0
23071a,1,1,,Self-emp-not-inc,1,,5th-6th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
23786a,1,1,,Private,1,,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
23895a,1,1,,Private,1,,Bachelors,1,Divorced,Sales,Unmarried,White,Male,0,0,1,United-States,>50K,0
23926a,1,1,,Private,1,,Bachelors,1,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,>50K,0
24128a,1,1,,Private,1,,Some-college,1,Never-married,Farming-fishing,Own-child,White,Female,0,0,1,United-States,<=50K,0
24699a,1,1,,Private,1,,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,Mexico,<=50K,0
25257a,1,1,,Private,1,,Bachelors,1,Widowed,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,<=50K,0
25272a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,Germany,>50K,0
25336a,1,1,,Self-emp-inc,1,,Masters,1,Married-civ-spouse,Sales,Husband,White,Male,0,1977,1,United-States,>50K,0
25398a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
25416a,1,1,,Private,1,,HS-grad,1,Divorced,Transport-moving,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
25930a,1,1,,?,1,,12th,1,Separated,?,Not-in-family,White,Male,0,0,1,Puerto-Rico,<=50K,0
26060a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
26288a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,6767,0,1,United-States,<=50K,0
26993a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Female,0,0,1,United-States,<=50K,0
27130a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
27685a,1,1,,Private,1,,7th-8th,1,Widowed,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
27732a,1,1,,Private,1,,HS-grad,1,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,<=50K,0
28772a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
28832a,1,1,,Private,1,,10th,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
29248a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
29690a,1,1,,Private,1,,Assoc-acdm,1,Never-married,Adm-clerical,Own-child,White,Female,0,1974,1,United-States,<=50K,0
29865a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Prof-specialty,Husband,,Male,0,0,1,United-States,<=50K,0
30437a,1,1,,Private,1,,Assoc-voc,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
31702a,1,1,,Private,1,,12th,1,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,0,1,?,<=50K,0
31753a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Sales,Wife,White,Male,0,0,1,United-States,>50K,0
31766a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
32087a,1,1,,Private,1,,11th,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
32499a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
441a,1,1,,Private,1,5.560414799,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
693a,1,1,,Private,1,5.419005206,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,<=50K,0
835a,1,1,,?,1,4.461333421,11th,1,Widowed,?,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
914a,1,1,,Private,1,5.245211518,Some-college,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
1110a,1,1,,Private,1,5.468038487,Assoc-voc,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
1273a,1,1,,Private,1,5.176947422,Assoc-acdm,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
2406a,1,1,,Private,1,5.129486873,Assoc-voc,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
3513a,1,1,,Private,1,5.181943578,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K,0
3704a,1,1,,?,1,5.396671756,Some-college,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
3951a,1,1,,?,1,5.498346399,HS-grad,1,Divorced,?,Unmarried,White,Female,0,0,1,United-States,<=50K,0
4282a,1,1,,Federal-gov,1,5.29950294,7th-8th,1,Widowed,Other-service,Unmarried,White,Male,0,0,1,Puerto-Rico,<=50K,0
5072a,1,1,,Self-emp-not-inc,1,5.653771911,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,1,United-States,<=50K,0
5498a,1,1,,Federal-gov,1,5.442272764,Masters,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K,0
7089a,1,1,,Self-emp-inc,1,5.458785862,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
7721a,1,1,,Private,1,5.38213416,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
8343a,1,1,,Private,1,5.297127753,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
8376a,1,1,,Private,1,5.206844758,Assoc-voc,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
8898a,1,1,,Private,1,5.138675242,Some-college,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,>50K,0
9962a,1,1,,Private,1,5.19539868,HS-grad,1,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,1,United-States,<=50K,0
10017a,1,1,,?,1,5.287871122,Some-college,1,Never-married,?,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10279a,1,1,,Private,1,5.185615806,Bachelors,1,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,1,United-States,<=50K,0
10304a,1,1,,Private,1,5.569242782,Assoc-acdm,1,Divorced,Adm-clerical,Not-in-family,White,Male,2964,0,1,Germany,<=50K,0
10467a,1,1,,State-gov,1,5.384742187,Bachelors,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11042a,1,1,,State-gov,1,5.379140473,HS-grad,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K,0
11585a,1,1,,Private,1,5.235336507,Bachelors,1,Divorced,Prof-specialty,Not-in-family,White,Male,14344,0,1,United-States,>50K,0
11616a,1,1,,Private,1,4.960870164,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
12922a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13624a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
